event-id,visible,timestamp,location-long,location-lat,argos:calcul-freq,argos:iq,argos:lc,argos:location-algorithm,argos:nb-mes,argos:sat-id,sensor-type,individual-taxon-canonical-name,tag-local-identifier,individual-local-identifier,study-name
24174715914,TRUE,57:36.0,179.579,-67.569,4.02E+08,,B,least squares,1,A,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715915,TRUE,57:36.0,179.516,-67.533,4.02E+08,,B,least squares,1,K,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715916,TRUE,19:32.0,179.409,-67.44,4.02E+08,8,B,least squares,1,A,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715917,TRUE,19:32.0,179.408,-67.441,4.02E+08,8,B,least squares,1,K,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715918,TRUE,48:03.0,179.407,-67.437,4.02E+08,,B,least squares,1,M,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715919,TRUE,58:42.0,179.421,-67.46,4.02E+08,,B,least squares,1,L,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715920,TRUE,28:56.0,179.429,-67.48,4.02E+08,8,B,least squares,2,M,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715921,TRUE,39:34.0,178.979,-67.528,4.02E+08,,A,least squares,3,L,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715922,TRUE,03:20.0,179.188,-67.445,4.02E+08,8,B,least squares,1,L,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715923,TRUE,23:33.0,179.13,-67.458,4.02E+08,8,B,least squares,1,P,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715924,TRUE,23:33.0,179.147,-67.478,4.02E+08,8,B,least squares,1,N,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715925,TRUE,21:21.0,179.189,-67.564,4.02E+08,8,B,least squares,1,K,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715926,TRUE,52:30.0,179.259,-67.561,4.02E+08,8,B,least squares,1,M,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715927,TRUE,24:44.0,179.163,-67.608,4.02E+08,5,B,least squares,1,P,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715928,TRUE,34:44.0,179.075,-67.646,4.02E+08,8,B,least squares,1,M,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715929,TRUE,40:13.0,179.239,-67.63,4.02E+08,6,B,least squares,1,L,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715930,TRUE,01:02.0,179.143,-67.681,4.02E+08,8,B,least squares,2,L,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715931,TRUE,26:25.0,179.336,-67.593,4.02E+08,,B,least squares,1,P,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715932,TRUE,36:05.0,179.544,-67.63,4.02E+08,,B,least squares,2,N,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715933,TRUE,01:23.0,179.546,-67.633,4.02E+08,,B,least squares,1,A,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715934,TRUE,01:23.0,179.55,-67.634,4.02E+08,,B,least squares,1,K,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715935,TRUE,25:41.0,179.546,-67.634,4.02E+08,,B,least squares,1,M,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715936,TRUE,08:19.0,179.656,-67.636,4.02E+08,6,B,least squares,2,P,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715937,TRUE,08:19.0,179.53,-67.647,4.02E+08,6,B,least squares,2,N,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715938,TRUE,38:00.0,179.662,-67.637,4.02E+08,,B,least squares,1,K,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715939,TRUE,38:00.0,179.681,-67.651,4.02E+08,,B,least squares,1,A,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715940,TRUE,43:07.0,-179.989,-67.724,4.02E+08,8,B,least squares,2,L,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715941,TRUE,05:08.0,-179.994,-67.742,4.02E+08,8,B,least squares,1,M,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715942,TRUE,19:30.0,-179.974,-67.718,4.02E+08,,B,least squares,1,L,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715943,TRUE,17:44.0,-179.941,-67.677,4.02E+08,8,B,least squares,1,N,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715944,TRUE,17:44.0,-179.85,-67.706,4.02E+08,8,B,least squares,1,P,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715945,TRUE,01:35.0,-179.77,-67.724,4.02E+08,8,B,least squares,1,K,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715946,TRUE,28:18.0,-179.941,-67.846,4.02E+08,8,B,least squares,1,M,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715947,TRUE,44:51.0,-179.857,-67.988,4.02E+08,8,B,least squares,2,L,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715948,TRUE,16:08.0,-179.848,-68.04,4.02E+08,8,B,least squares,2,P,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715949,TRUE,20:41.0,-179.79,-68.042,4.02E+08,,B,least squares,1,N,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715950,TRUE,34:13.0,-179.717,-68.037,4.02E+08,,B,least squares,1,A,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715951,TRUE,45:11.0,-179.712,-68.042,4.02E+08,,B,least squares,1,K,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715952,TRUE,25:45.0,-179.705,-68.084,4.02E+08,7,B,least squares,1,L,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715953,TRUE,55:11.0,-179.637,-68.072,4.02E+08,,B,least squares,1,P,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715954,TRUE,16:04.0,-179.862,-68.098,4.02E+08,58,2,least squares,4,P,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715955,TRUE,24:36.0,-179.802,-68.115,4.02E+08,,A,least squares,3,N,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715957,TRUE,33:10.0,-179.785,-68.149,4.02E+08,50,0,least squares,4,A,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715956,TRUE,33:59.0,-179.837,-68.134,4.02E+08,50,1,least squares,5,K,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715958,TRUE,10:53.0,-179.833,-68.181,4.02E+08,8,A,least squares,3,M,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715959,TRUE,30:25.0,-179.844,-68.196,4.02E+08,,B,least squares,1,L,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715960,TRUE,57:22.0,-179.834,-68.163,4.02E+08,,B,least squares,1,P,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715961,TRUE,57:22.0,-179.829,-68.16,4.02E+08,,B,least squares,1,N,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715962,TRUE,17:30.0,-179.854,-68.147,4.02E+08,,B,least squares,1,A,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715963,TRUE,07:17.0,-179.981,-68.327,4.02E+08,8,B,least squares,1,M,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715964,TRUE,08:45.0,-179.835,-68.278,4.02E+08,6,B,least squares,2,N,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715965,TRUE,10:22.0,-179.69,-68.25,4.02E+08,7,A,least squares,3,A,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715966,TRUE,13:35.0,-179.676,-68.253,4.02E+08,,B,least squares,1,K,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715967,TRUE,46:41.0,-179.606,-68.27,4.02E+08,6,B,least squares,1,M,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715968,TRUE,13:21.0,-179.619,-68.269,4.02E+08,,B,least squares,1,L,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715969,TRUE,51:58.0,-179.492,-68.291,4.02E+08,8,B,least squares,1,A,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715970,TRUE,19:22.0,-179.072,-68.382,4.02E+08,8,B,least squares,1,A,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715971,TRUE,06:56.0,-178.768,-68.45,4.02E+08,8,B,least squares,1,P,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715972,TRUE,06:56.0,-179.007,-68.439,4.02E+08,8,B,least squares,1,N,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715973,TRUE,04:54.0,-178.492,-68.53,4.02E+08,8,B,least squares,1,M,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715974,TRUE,19:14.0,-178.324,-68.606,4.02E+08,6,B,least squares,1,K,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715975,TRUE,50:53.0,-178.305,-68.638,4.02E+08,6,B,least squares,2,M,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715976,TRUE,15:59.0,-178.809,-68.621,4.02E+08,,A,least squares,3,L,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715977,TRUE,50:34.0,-178.719,-68.67,4.02E+08,8,B,least squares,2,P,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715978,TRUE,50:34.0,-178.734,-68.642,4.02E+08,8,B,least squares,1,K,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715979,TRUE,50:34.0,-178.74,-68.641,4.02E+08,8,B,least squares,1,N,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715980,TRUE,01:08.0,-178.291,-68.827,4.02E+08,8,B,least squares,1,P,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715981,TRUE,14:22.0,-178.383,-68.799,4.02E+08,,B,least squares,1,K,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715982,TRUE,14:22.0,-178.267,-68.841,4.02E+08,,B,least squares,1,N,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715983,TRUE,14:22.0,-178.132,-68.823,4.02E+08,,B,least squares,2,A,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715984,TRUE,17:22.0,-178.081,-68.889,4.02E+08,8,B,least squares,1,L,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715985,TRUE,17:39.0,-178.003,-68.786,4.02E+08,8,B,least squares,1,M,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715986,TRUE,16:10.0,-177.663,-68.838,4.02E+08,8,B,least squares,1,L,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715987,TRUE,49:01.0,-177.842,-68.789,4.02E+08,6,B,least squares,2,K,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715988,TRUE,53:31.0,-177.659,-68.838,4.02E+08,8,B,least squares,1,N,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715989,TRUE,53:31.0,-177.565,-68.84,4.02E+08,8,B,least squares,1,A,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715990,TRUE,23:56.0,-177.747,-68.711,4.02E+08,5,B,least squares,2,M,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715991,TRUE,58:56.0,-177.864,-68.697,4.02E+08,7,B,least squares,2,L,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715992,TRUE,34:39.0,-177.811,-68.623,4.02E+08,6,B,least squares,2,A,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715994,TRUE,54:35.0,-177.565,-68.389,4.02E+08,8,B,least squares,2,N,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715993,TRUE,58:58.0,-177.884,-68.745,4.02E+08,8,A,least squares,3,P,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715995,TRUE,22:12.0,-177.981,-68.56,4.02E+08,8,B,least squares,1,L,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715996,TRUE,02:27.0,-177.833,-68.684,4.02E+08,7,B,least squares,1,N,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715997,TRUE,03:54.0,-177.799,-68.631,4.02E+08,8,B,least squares,1,L,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715998,TRUE,30:01.0,-177.865,-68.504,4.02E+08,,B,least squares,2,A,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174715999,TRUE,30:49.0,-177.794,-68.614,4.02E+08,,B,least squares,2,K,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716000,TRUE,30:49.0,-177.738,-68.552,4.02E+08,,B,least squares,2,P,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716001,TRUE,55:04.0,-177.735,-68.555,4.02E+08,,B,least squares,1,M,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716002,TRUE,17:04.0,-177.536,-68.532,4.02E+08,8,B,least squares,2,M,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716003,TRUE,06:01.0,-177.309,-68.498,4.02E+08,46,0,least squares,4,L,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716004,TRUE,26:29.0,-177.347,-68.494,4.02E+08,,A,least squares,3,K,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716005,TRUE,35:25.0,-177.33,-68.49,4.02E+08,,B,least squares,1,N,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716007,TRUE,35:26.0,,,,,,least squares,1,A,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716006,TRUE,38:38.0,-177.255,-68.484,4.02E+08,8,B,least squares,2,P,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716008,TRUE,11:29.0,-176.96,-68.379,4.02E+08,8,B,least squares,1,L,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716009,TRUE,21:50.0,-176.933,-68.354,4.02E+08,8,B,least squares,1,K,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716010,TRUE,35:39.0,,,,,,least squares,1,A,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716011,TRUE,56:33.0,-176.907,-68.339,4.02E+08,7,B,least squares,1,M,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716012,TRUE,47:44.0,-176.455,-68.273,4.02E+08,6,A,least squares,3,L,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716014,TRUE,07:07.0,,,,,,least squares,4,A,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716013,TRUE,07:23.0,-176.432,-68.278,4.02E+08,,B,least squares,2,K,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716015,TRUE,35:13.0,-176.248,-68.239,4.02E+08,8,B,least squares,1,M,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716016,TRUE,27:05.0,-173.83,-67.8,4.02E+08,8,B,least squares,1,K,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716017,TRUE,47:57.0,-174.001,-67.692,4.02E+08,8,B,least squares,1,N,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716018,TRUE,47:57.0,-173.757,-67.779,4.02E+08,8,B,least squares,1,P,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716019,TRUE,59:45.0,-175.482,-68.153,4.02E+08,,B,least squares,1,M,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716020,TRUE,49:50.0,-175.477,-68.157,4.02E+08,8,B,least squares,1,L,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716021,TRUE,06:59.0,-175.551,-68.264,4.02E+08,,A,least squares,3,K,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716022,TRUE,28:20.0,-175.587,-68.179,4.02E+08,8,B,least squares,1,N,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716023,TRUE,28:20.0,-176.227,-68.351,4.02E+08,8,B,least squares,1,P,argos-doppler-shift,Balaenoptera musculus,121205,121205,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716672,TRUE,05:32.0,149.032,-62.019,4.02E+08,48,2,least squares,8,A,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716673,TRUE,22:43.0,149.037,-62.016,4.02E+08,40,1,least squares,6,K,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716674,TRUE,33:16.0,149.037,-62.009,4.02E+08,40,1,least squares,8,M,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716675,TRUE,56:26.0,149.036,-62.012,4.02E+08,50,1,least squares,7,P,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716676,TRUE,11:24.0,149.037,-62.013,4.02E+08,,B,least squares,1,N,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716677,TRUE,16:26.0,149.036,-62.017,4.02E+08,50,1,least squares,6,L,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716678,TRUE,39:17.0,148.987,-62.028,4.02E+08,50,0,least squares,10,A,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716679,TRUE,56:17.0,149.017,-62.027,4.02E+08,50,1,least squares,5,K,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716680,TRUE,10:27.0,149.082,-62.019,4.02E+08,,A,least squares,3,M,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716681,TRUE,03:57.0,149.031,-61.993,4.02E+08,8,B,least squares,1,L,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716682,TRUE,20:26.0,149.193,-61.97,4.02E+08,,B,least squares,2,A,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716683,TRUE,49:03.0,149.023,-61.91,4.02E+08,58,1,least squares,7,P,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716684,TRUE,15:47.0,149.126,-62.037,4.02E+08,58,1,least squares,8,P,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716685,TRUE,30:02.0,149.122,-62.03,4.02E+08,40,1,least squares,6,N,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716686,TRUE,54:59.0,149.134,-62.036,4.02E+08,50,3,least squares,4,K,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716687,TRUE,51:40.0,149.132,-62.034,4.02E+08,8,A,least squares,3,P,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716688,TRUE,10:17.0,149.153,-62.021,4.02E+08,40,1,least squares,8,N,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716689,TRUE,37:12.0,149.103,-62.027,4.02E+08,40,1,least squares,5,K,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716690,TRUE,44:49.0,149.163,-62.026,4.02E+08,40,0,least squares,6,M,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716691,TRUE,09:58.0,149.293,-61.981,4.02E+08,48,1,least squares,5,M,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716692,TRUE,50:20.0,149.141,-61.93,4.02E+08,8,A,least squares,3,P,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716694,TRUE,02:42.0,149.188,-61.967,4.02E+08,,A,least squares,3,L,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716693,TRUE,05:20.0,149.123,-61.978,4.02E+08,40,0,least squares,4,N,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716695,TRUE,22:29.0,149.245,-62.002,4.02E+08,,B,least squares,1,A,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716696,TRUE,36:44.0,149.207,-61.988,4.02E+08,,A,least squares,3,K,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716697,TRUE,46:35.0,149.135,-62.035,4.02E+08,50,2,least squares,5,M,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
24174716698,TRUE,22:35.0,149.166,-61.996,4.02E+08,48,2,least squares,9,P,argos-doppler-shift,Balaenoptera musculus,123223,123223,"Antarctic blue whales, east Antarctic sector of the Southern Ocean"
